Date,Produit,Catégorie,Prix HT
2018-12-22,Produit D,Alimentation,299.73
2018-12-22,Produit C,Beauté,293.36
2018-12-22,Produit A,Vêtements,126.85
2018-12-22,Produit D,Électronique,11.88
2018-12-22,Produit C,Maison,145.35
2018-12-22,Produit B,Alimentation,338.19
2018-12-22,Produit B,Électronique,195.63
2018-12-22,Produit D,Électronique,32.81
2018-12-22,Produit E,Vêtements,261.88
2018-12-22,Produit A,Maison,272.87
2018-12-22,Produit D,Électronique,375.96
2018-12-23,Produit C,Vêtements,15.24
2018-12-23,Produit A,Alimentation,293.97
2018-12-23,Produit A,Alimentation,266.26
2018-12-23,Produit E,Électronique,221.65
2018-12-23,Produit A,Beauté,175.01
2018-12-23,Produit D,Alimentation,224.09
2018-12-24,Produit E,Électronique,451.33
2018-12-24,Produit A,Maison,45.59
2018-12-24,Produit C,Alimentation,485.76
2018-12-25,Produit A,Beauté,458.77
2018-12-25,Produit D,Vêtements,101.0
2018-12-25,Produit C,Maison,153.46
2018-12-25,Produit B,Électronique,168.67
2018-12-25,Produit C,Beauté,281.69
2018-12-25,Produit D,Vêtements,327.87
2018-12-25,Produit C,Vêtements,254.29
2018-12-25,Produit D,Maison,430.42
2018-12-25,Produit E,Beauté,397.13
2018-12-25,Produit B,Électronique,60.49
2018-12-25,Produit B,Maison,69.78
2018-12-26,Produit D,Vêtements,466.95
2018-12-26,Produit A,Alimentation,50.56
2018-12-26,Produit E,Alimentation,91.72
2018-12-26,Produit D,Alimentation,435.62
2018-12-26,Produit C,Alimentation,96.02
2018-12-26,Produit A,Électronique,37.63
2018-12-26,Produit C,Maison,327.39
2018-12-27,Produit B,Vêtements,354.19
2018-12-27,Produit A,Vêtements,17.54
2018-12-27,Produit E,Beauté,499.23
2018-12-27,Produit C,Alimentation,102.48
2018-12-27,Produit C,Alimentation,477.87
2018-12-28,Produit C,Maison,53.34
2018-12-28,Produit A,Électronique,9.4
2018-12-28,Produit E,Vêtements,403.8
2018-12-28,Produit A,Vêtements,324.09
2018-12-28,Produit E,Beauté,450.94
2018-12-28,Produit D,Alimentation,176.86
2018-12-28,Produit D,Alimentation,440.7
2018-12-28,Produit B,Alimentation,463.49
2018-12-28,Produit C,Alimentation,390.92
2018-12-28,Produit A,Beauté,272.14
2018-12-29,Produit A,Alimentation,171.36
2018-12-29,Produit E,Électronique,249.78
2018-12-29,Produit E,Vêtements,175.16
2018-12-29,Produit A,Beauté,350.08
2018-12-29,Produit A,Beauté,493.24
2018-12-29,Produit C,Électronique,155.28
2018-12-29,Produit E,Maison,345.95
2018-12-29,Produit A,Électronique,117.35
2018-12-29,Produit C,Électronique,110.03
2018-12-29,Produit C,Beauté,317.82
2018-12-30,Produit C,Alimentation,350.26
2018-12-30,Produit B,Beauté,328.11
2018-12-30,Produit B,Électronique,412.42
2018-12-30,Produit A,Beauté,380.67
2018-12-31,Produit C,Beauté,178.38
2018-12-31,Produit D,Alimentation,285.64
2018-12-31,Produit D,Maison,435.52
2018-12-31,Produit A,Électronique,359.25
2018-12-31,Produit E,Électronique,299.71
2018-12-31,Produit C,Vêtements,177.74
2018-12-31,Produit B,Alimentation,281.25
2019-01-01,Produit D,Maison,59.17
2019-01-01,Produit A,Beauté,15.82
2019-01-01,Produit B,Beauté,425.4
2019-01-01,Produit B,Beauté,316.74
2019-01-02,Produit D,Électronique,201.18
2019-01-02,Produit C,Électronique,450.43
2019-01-02,Produit B,Maison,267.89
2019-01-02,Produit E,Alimentation,318.97
2019-01-02,Produit E,Maison,121.76
2019-01-02,Produit E,Électronique,393.53
2019-01-03,Produit B,Électronique,388.16
2019-01-03,Produit C,Vêtements,181.54
2019-01-03,Produit B,Maison,84.86
2019-01-04,Produit C,Alimentation,311.73
2019-01-04,Produit B,Beauté,156.32
2019-01-04,Produit C,Maison,108.12
2019-01-04,Produit E,Électronique,293.23
2019-01-04,Produit D,Beauté,223.41
2019-01-04,Produit C,Électronique,447.35
2019-01-04,Produit B,Alimentation,18.22
2019-01-04,Produit C,Électronique,460.59
2019-01-04,Produit A,Vêtements,348.7
2019-01-04,Produit C,Maison,145.11
2019-01-04,Produit E,Vêtements,243.46
2019-01-05,Produit E,Électronique,80.77
2019-01-05,Produit E,Alimentation,453.56
2019-01-05,Produit C,Vêtements,40.31
2019-01-05,Produit C,Alimentation,332.44
2019-01-05,Produit D,Maison,83.7
2019-01-06,Produit C,Beauté,112.74
2019-01-06,Produit E,Beauté,55.13
2019-01-06,Produit A,Maison,443.62
2019-01-06,Produit A,Beauté,250.61
2019-01-06,Produit A,Beauté,162.35
2019-01-06,Produit E,Vêtements,180.84
2019-01-07,Produit B,Maison,438.26
2019-01-07,Produit C,Alimentation,292.97
2019-01-07,Produit E,Vêtements,94.59
2019-01-07,Produit D,Maison,214.04
2019-01-08,Produit A,Maison,430.99
2019-01-08,Produit B,Beauté,360.34
2019-01-08,Produit E,Alimentation,221.76
2019-01-08,Produit C,Maison,94.29
2019-01-08,Produit E,Maison,66.59
2019-01-08,Produit D,Électronique,292.88
2019-01-08,Produit C,Électronique,335.3
2019-01-09,Produit C,Maison,369.13
2019-01-09,Produit D,Alimentation,93.57
2019-01-09,Produit A,Alimentation,181.82
2019-01-09,Produit C,Beauté,414.42
2019-01-09,Produit A,Alimentation,489.8
2019-01-10,Produit A,Beauté,236.81
2019-01-10,Produit A,Maison,57.21
2019-01-10,Produit C,Vêtements,62.88
2019-01-11,Produit E,Vêtements,301.01
2019-01-11,Produit B,Alimentation,181.69
2019-01-11,Produit E,Alimentation,465.95
2019-01-11,Produit A,Alimentation,34.32
2019-01-11,Produit A,Vêtements,201.75
2019-01-12,Produit A,Électronique,468.32
2019-01-12,Produit C,Beauté,142.16
2019-01-12,Produit B,Beauté,379.5
2019-01-13,Produit A,Alimentation,287.26
2019-01-13,Produit D,Maison,297.3
2019-01-13,Produit D,Alimentation,291.86
2019-01-13,Produit B,Alimentation,305.4
2019-01-14,Produit D,Maison,235.82
2019-01-14,Produit C,Maison,493.25
2019-01-14,Produit C,Électronique,89.43
2019-01-14,Produit B,Électronique,128.33
2019-01-14,Produit E,Vêtements,88.78
2019-01-14,Produit D,Électronique,319.08
2019-01-14,Produit B,Vêtements,432.95
2019-01-14,Produit D,Électronique,89.6
2019-01-14,Produit B,Vêtements,322.84
2019-01-15,Produit B,Beauté,405.57
2019-01-15,Produit C,Électronique,349.57
2019-01-15,Produit E,Vêtements,193.24
2019-01-15,Produit B,Électronique,331.47
2019-01-15,Produit C,Électronique,474.05
2019-01-15,Produit E,Alimentation,282.04
2019-01-15,Produit C,Beauté,336.2
2019-01-15,Produit D,Vêtements,59.99
2019-01-15,Produit B,Vêtements,314.55
2019-01-15,Produit A,Électronique,419.19
2019-01-15,Produit E,Maison,213.91
2019-01-16,Produit E,Maison,297.04
2019-01-16,Produit B,Vêtements,156.59
2019-01-16,Produit A,Électronique,495.48
2019-01-16,Produit D,Maison,464.61
2019-01-16,Produit B,Beauté,128.93
2019-01-16,Produit A,Vêtements,462.16
2019-01-16,Produit B,Maison,387.96
2019-01-16,Produit D,Vêtements,400.05
2019-01-17,Produit E,Électronique,395.06
2019-01-17,Produit D,Électronique,413.13
2019-01-17,Produit A,Maison,38.96
2019-01-18,Produit A,Maison,452.68
2019-01-18,Produit C,Vêtements,279.76
2019-01-18,Produit D,Beauté,113.37
2019-01-18,Produit B,Maison,314.42
2019-01-18,Produit D,Maison,198.05
2019-01-19,Produit A,Vêtements,178.08
2019-01-19,Produit E,Électronique,137.81
2019-01-19,Produit A,Beauté,466.0
2019-01-19,Produit B,Beauté,224.59
2019-01-19,Produit D,Maison,252.0
2019-01-19,Produit A,Alimentation,423.5
2019-01-19,Produit C,Maison,141.97
2019-01-19,Produit B,Beauté,161.44
2019-01-19,Produit C,Électronique,429.26
2019-01-19,Produit E,Alimentation,128.85
2019-01-20,Produit C,Beauté,37.94
2019-01-20,Produit B,Vêtements,477.18
2019-01-20,Produit A,Électronique,472.26
2019-01-20,Produit A,Électronique,367.76
2019-01-20,Produit D,Vêtements,65.4
2019-01-21,Produit C,Maison,340.29
2019-01-21,Produit A,Vêtements,456.56
2019-01-21,Produit E,Vêtements,405.37
2019-01-21,Produit C,Maison,212.39
2019-01-21,Produit D,Maison,254.63
2019-01-21,Produit D,Maison,143.28
2019-01-21,Produit D,Électronique,414.29
2019-01-21,Produit C,Alimentation,84.24
2019-01-21,Produit C,Alimentation,286.96
2019-01-21,Produit C,Vêtements,344.54
2019-01-22,Produit B,Vêtements,261.67
2019-01-22,Produit D,Électronique,37.55
2019-01-22,Produit E,Électronique,52.57
2019-01-22,Produit A,Électronique,469.06
2019-01-23,Produit B,Vêtements,208.1
2019-01-23,Produit B,Beauté,121.48
2019-01-23,Produit D,Beauté,378.22
2019-01-24,Produit C,Maison,6.66
2019-01-24,Produit A,Électronique,161.56
2019-01-24,Produit E,Vêtements,49.75
2019-01-24,Produit C,Beauté,399.35
2019-01-24,Produit B,Alimentation,234.63
2019-01-25,Produit D,Beauté,268.86
2019-01-25,Produit A,Électronique,407.2
2019-01-25,Produit B,Alimentation,92.32
2019-01-25,Produit E,Maison,375.64
2019-01-25,Produit E,Électronique,328.52
2019-01-25,Produit D,Électronique,418.61
2019-01-25,Produit C,Alimentation,248.11
2019-01-26,Produit B,Maison,264.51
2019-01-26,Produit E,Beauté,389.69
2019-01-26,Produit C,Beauté,234.54
2019-01-26,Produit C,Beauté,160.15
2019-01-27,Produit B,Électronique,473.95
2019-01-27,Produit D,Maison,242.2
2019-01-27,Produit D,Beauté,202.71
2019-01-28,Produit C,Maison,446.17
2019-01-28,Produit B,Alimentation,215.64
2019-01-28,Produit D,Alimentation,176.89
2019-01-28,Produit A,Vêtements,135.19
2019-01-28,Produit E,Beauté,353.43
2019-01-29,Produit C,Beauté,414.47
2019-01-29,Produit C,Maison,408.74
2019-01-29,Produit A,Beauté,164.64
2019-01-29,Produit A,Électronique,42.21
2019-01-29,Produit D,Beauté,54.64
2019-01-30,Produit C,Beauté,26.53
2019-01-30,Produit D,Alimentation,110.52
2019-01-30,Produit C,Alimentation,467.01
2019-01-30,Produit B,Vêtements,384.76
2019-01-30,Produit D,Maison,122.62
2019-01-30,Produit A,Alimentation,63.26
2019-01-30,Produit E,Électronique,398.81
2019-01-31,Produit A,Beauté,451.51
2019-01-31,Produit A,Électronique,131.78
2019-01-31,Produit B,Électronique,187.49
2019-01-31,Produit B,Électronique,101.03
2019-01-31,Produit D,Alimentation,242.97
2019-01-31,Produit C,Maison,29.78
2019-01-31,Produit A,Électronique,118.18
2019-02-01,Produit A,Beauté,97.44
2019-02-01,Produit B,Électronique,162.07
2019-02-01,Produit D,Maison,175.36
2019-02-01,Produit B,Alimentation,146.24
2019-02-02,Produit A,Vêtements,328.58
2019-02-02,Produit D,Beauté,21.42
2019-02-02,Produit B,Beauté,59.99
2019-02-02,Produit D,Beauté,368.5
2019-02-02,Produit A,Alimentation,281.37
2019-02-02,Produit A,Électronique,279.74
2019-02-02,Produit A,Électronique,46.56
2019-02-02,Produit E,Beauté,400.28
2019-02-03,Produit B,Électronique,83.75
2019-02-03,Produit A,Alimentation,242.06
2019-02-03,Produit E,Vêtements,99.72
2019-02-03,Produit E,Électronique,10.5
2019-02-03,Produit D,Électronique,301.2
2019-02-03,Produit C,Alimentation,71.19
2019-02-03,Produit A,Vêtements,444.88
2019-02-03,Produit B,Beauté,55.63
2019-02-03,Produit D,Maison,131.56
2019-02-03,Produit E,Beauté,237.48
2019-02-03,Produit C,Beauté,63.52
2019-02-04,Produit C,Maison,474.63
2019-02-04,Produit A,Vêtements,410.87
2019-02-04,Produit C,Vêtements,202.72
2019-02-04,Produit A,Alimentation,292.81
2019-02-05,Produit C,Électronique,409.43
2019-02-05,Produit C,Alimentation,168.7
2019-02-05,Produit A,Alimentation,226.92
2019-02-05,Produit E,Beauté,106.4
2019-02-05,Produit D,Alimentation,90.31
2019-02-05,Produit B,Alimentation,378.22
2019-02-05,Produit D,Électronique,42.8
2019-02-05,Produit D,Maison,66.89
2019-02-05,Produit B,Maison,435.61
2019-02-06,Produit E,Beauté,181.34
2019-02-06,Produit D,Vêtements,194.27
2019-02-06,Produit C,Électronique,165.7
2019-02-06,Produit D,Vêtements,376.22
2019-02-06,Produit D,Alimentation,65.83
2019-02-06,Produit C,Beauté,189.65
2019-02-06,Produit D,Vêtements,166.76
2019-02-06,Produit A,Alimentation,218.73
2019-02-06,Produit A,Maison,281.82
2019-02-07,Produit A,Électronique,198.25
2019-02-07,Produit E,Électronique,326.21
2019-02-07,Produit C,Alimentation,64.91
2019-02-07,Produit C,Vêtements,125.86
2019-02-07,Produit C,Électronique,211.77
2019-02-07,Produit B,Vêtements,20.74
2019-02-07,Produit C,Alimentation,348.08
2019-02-07,Produit D,Alimentation,224.14
2019-02-07,Produit B,Maison,372.69
2019-02-07,Produit B,Beauté,242.22
2019-02-08,Produit A,Alimentation,428.74
2019-02-08,Produit E,Vêtements,75.73
2019-02-08,Produit D,Maison,362.71
2019-02-08,Produit B,Électronique,111.04
2019-02-08,Produit D,Vêtements,484.38
2019-02-08,Produit C,Vêtements,89.98
2019-02-09,Produit D,Maison,205.48
2019-02-09,Produit C,Maison,42.48
2019-02-09,Produit A,Vêtements,284.47
2019-02-09,Produit A,Maison,433.08
2019-02-09,Produit A,Alimentation,355.3
2019-02-09,Produit A,Beauté,408.34
2019-02-09,Produit C,Maison,297.85
2019-02-09,Produit A,Vêtements,302.87
2019-02-09,Produit A,Vêtements,271.81
2019-02-09,Produit C,Vêtements,408.72
2019-02-10,Produit E,Maison,198.24
2019-02-10,Produit D,Alimentation,340.12
2019-02-10,Produit E,Vêtements,243.02
2019-02-10,Produit D,Vêtements,477.63
2019-02-10,Produit B,Beauté,280.96
2019-02-10,Produit A,Alimentation,370.71
2019-02-10,Produit C,Beauté,442.4
2019-02-11,Produit B,Alimentation,239.0
2019-02-11,Produit A,Électronique,334.77
2019-02-11,Produit E,Beauté,349.77
2019-02-12,Produit A,Beauté,276.11
2019-02-12,Produit A,Beauté,475.7
2019-02-12,Produit B,Beauté,499.05
2019-02-12,Produit E,Électronique,238.35
2019-02-12,Produit A,Alimentation,32.53
2019-02-12,Produit A,Électronique,250.7
2019-02-12,Produit A,Beauté,128.8
2019-02-12,Produit C,Alimentation,448.61
2019-02-12,Produit A,Vêtements,351.79
2019-02-12,Produit D,Beauté,183.91
2019-02-12,Produit B,Maison,120.67
2019-02-13,Produit D,Vêtements,251.83
2019-02-13,Produit D,Électronique,253.21
2019-02-13,Produit A,Maison,463.63
2019-02-13,Produit C,Beauté,57.19
2019-02-13,Produit B,Maison,498.14
2019-02-13,Produit A,Vêtements,101.66
2019-02-14,Produit C,Alimentation,199.16
2019-02-14,Produit D,Électronique,306.74
2019-02-14,Produit B,Vêtements,201.92
2019-02-14,Produit B,Alimentation,193.3
2019-02-14,Produit C,Électronique,155.74
2019-02-14,Produit E,Électronique,179.12
2019-02-14,Produit E,Électronique,229.67
2019-02-15,Produit C,Maison,286.03
2019-02-15,Produit A,Électronique,75.54
2019-02-15,Produit B,Vêtements,83.22
2019-02-16,Produit B,Électronique,40.2
2019-02-16,Produit E,Maison,399.71
2019-02-16,Produit D,Alimentation,375.78
2019-02-16,Produit B,Beauté,11.96
2019-02-17,Produit C,Électronique,467.62
2019-02-17,Produit E,Vêtements,264.28
2019-02-17,Produit D,Électronique,36.1
2019-02-18,Produit E,Vêtements,211.59
2019-02-18,Produit C,Alimentation,215.99
2019-02-18,Produit C,Beauté,127.46
2019-02-18,Produit C,Alimentation,457.86
2019-02-18,Produit A,Alimentation,417.19
2019-02-18,Produit E,Alimentation,303.9
2019-02-18,Produit D,Vêtements,460.75
2019-02-19,Produit E,Beauté,193.7
2019-02-19,Produit E,Alimentation,374.23
2019-02-19,Produit B,Alimentation,416.95
2019-02-19,Produit B,Vêtements,402.37
2019-02-19,Produit E,Beauté,346.82
2019-02-19,Produit B,Beauté,120.21
2019-02-19,Produit C,Alimentation,198.69
2019-02-19,Produit B,Maison,256.34
2019-02-20,Produit D,Électronique,230.02
2019-02-20,Produit C,Beauté,281.12
2019-02-20,Produit C,Maison,72.7
2019-02-21,Produit B,Alimentation,13.68
2019-02-21,Produit D,Alimentation,280.83
2019-02-21,Produit B,Beauté,223.01
2019-02-21,Produit A,Beauté,36.95
2019-02-21,Produit C,Beauté,420.18
2019-02-21,Produit D,Beauté,365.36
2019-02-21,Produit A,Électronique,400.84
2019-02-21,Produit A,Beauté,475.74
2019-02-21,Produit D,Beauté,124.34
2019-02-21,Produit B,Beauté,199.73
2019-02-21,Produit C,Maison,349.12
2019-02-22,Produit A,Beauté,52.88
2019-02-22,Produit C,Vêtements,172.17
2019-02-22,Produit C,Électronique,391.54
2019-02-22,Produit C,Alimentation,328.55
2019-02-22,Produit D,Beauté,132.95
2019-02-22,Produit E,Électronique,427.55
2019-02-22,Produit A,Électronique,330.46
2019-02-22,Produit B,Alimentation,359.98
2019-02-23,Produit D,Beauté,478.81
2019-02-23,Produit A,Électronique,399.79
2019-02-23,Produit D,Maison,274.24
2019-02-23,Produit D,Beauté,188.15
2019-02-23,Produit C,Électronique,169.82
2019-02-23,Produit B,Vêtements,17.19
2019-02-23,Produit D,Maison,339.39
2019-02-23,Produit E,Électronique,148.73
2019-02-23,Produit A,Maison,311.13
2019-02-23,Produit B,Vêtements,379.49
2019-02-23,Produit A,Vêtements,21.5
2019-02-24,Produit D,Vêtements,289.98
2019-02-24,Produit C,Alimentation,328.74
2019-02-24,Produit E,Alimentation,76.74
2019-02-25,Produit A,Électronique,88.27
2019-02-25,Produit B,Vêtements,219.04
2019-02-25,Produit D,Électronique,285.85
2019-02-25,Produit C,Maison,407.78
2019-02-25,Produit D,Maison,323.0
2019-02-26,Produit E,Maison,119.15
2019-02-26,Produit B,Beauté,217.01
2019-02-26,Produit C,Maison,440.38
2019-02-26,Produit C,Beauté,323.94
2019-02-26,Produit C,Maison,168.15
2019-02-26,Produit A,Électronique,64.61
2019-02-26,Produit A,Électronique,275.44
2019-02-26,Produit C,Maison,276.43
2019-02-27,Produit E,Vêtements,388.21
2019-02-27,Produit A,Maison,97.39
2019-02-27,Produit B,Maison,9.36
2019-02-27,Produit E,Maison,340.43
2019-02-27,Produit E,Maison,35.34
2019-02-27,Produit B,Vêtements,270.64
2019-02-27,Produit A,Électronique,299.12
2019-02-27,Produit C,Alimentation,462.84
2019-02-28,Produit B,Beauté,388.13
2019-02-28,Produit C,Alimentation,213.21
2019-02-28,Produit B,Beauté,275.32
2019-02-28,Produit D,Maison,346.1
2019-02-28,Produit C,Beauté,387.2
2019-02-28,Produit D,Vêtements,263.07
2019-03-01,Produit E,Maison,294.72
2019-03-01,Produit E,Vêtements,225.73
2019-03-01,Produit C,Vêtements,22.66
2019-03-02,Produit E,Maison,404.59
2019-03-02,Produit C,Alimentation,430.23
2019-03-02,Produit D,Beauté,212.17
2019-03-02,Produit B,Beauté,161.5
2019-03-02,Produit E,Maison,125.96
2019-03-02,Produit E,Électronique,162.04
2019-03-02,Produit A,Alimentation,302.65
2019-03-02,Produit E,Vêtements,219.07
2019-03-02,Produit A,Électronique,213.75
2019-03-02,Produit D,Électronique,219.98
2019-03-03,Produit A,Beauté,106.06
2019-03-03,Produit C,Vêtements,175.47
2019-03-03,Produit D,Maison,205.59
2019-03-03,Produit A,Vêtements,81.5
2019-03-03,Produit D,Alimentation,264.83
2019-03-03,Produit A,Maison,67.98
2019-03-03,Produit A,Électronique,61.99
2019-03-04,Produit C,Maison,417.89
2019-03-04,Produit B,Maison,463.2
2019-03-04,Produit C,Vêtements,384.16
2019-03-04,Produit A,Beauté,483.68
2019-03-05,Produit A,Alimentation,462.47
2019-03-05,Produit C,Électronique,421.97
2019-03-05,Produit C,Maison,110.08
2019-03-05,Produit E,Beauté,249.79
2019-03-05,Produit E,Alimentation,221.46
2019-03-05,Produit E,Vêtements,330.78
2019-03-05,Produit A,Maison,62.04
2019-03-06,Produit E,Beauté,355.74
2019-03-06,Produit A,Vêtements,51.29
2019-03-06,Produit A,Maison,482.97
2019-03-06,Produit A,Vêtements,330.43
2019-03-06,Produit A,Électronique,303.23
2019-03-07,Produit D,Beauté,409.3
2019-03-07,Produit A,Beauté,205.9
2019-03-07,Produit B,Électronique,73.07
2019-03-07,Produit A,Vêtements,352.66
2019-03-07,Produit D,Beauté,156.21
2019-03-07,Produit D,Électronique,330.8
2019-03-07,Produit D,Électronique,112.02
2019-03-07,Produit A,Alimentation,216.41
2019-03-08,Produit D,Alimentation,348.22
2019-03-08,Produit C,Vêtements,234.55
2019-03-08,Produit C,Maison,380.68
2019-03-08,Produit C,Maison,448.9
2019-03-08,Produit A,Alimentation,68.88
2019-03-08,Produit C,Beauté,75.96
2019-03-08,Produit E,Maison,272.44
2019-03-08,Produit D,Vêtements,452.3
2019-03-08,Produit D,Vêtements,337.94
2019-03-08,Produit E,Électronique,411.3
2019-03-09,Produit A,Beauté,63.04
2019-03-09,Produit D,Vêtements,433.05
2019-03-09,Produit C,Électronique,192.13
2019-03-09,Produit C,Maison,338.25
2019-03-10,Produit C,Alimentation,295.86
2019-03-10,Produit E,Beauté,178.06
2019-03-10,Produit E,Beauté,198.67
2019-03-10,Produit E,Alimentation,21.67
2019-03-10,Produit E,Alimentation,187.08
2019-03-10,Produit D,Alimentation,332.91
2019-03-10,Produit B,Beauté,129.47
2019-03-10,Produit B,Électronique,323.21
2019-03-10,Produit A,Beauté,319.05
2019-03-10,Produit E,Vêtements,360.69
2019-03-11,Produit B,Vêtements,452.92
2019-03-11,Produit B,Maison,458.03
2019-03-11,Produit E,Électronique,468.15
2019-03-11,Produit D,Beauté,29.94
2019-03-11,Produit D,Électronique,322.84
2019-03-11,Produit A,Maison,380.67
2019-03-11,Produit E,Électronique,144.98
2019-03-11,Produit A,Vêtements,32.71
2019-03-11,Produit E,Maison,418.43
2019-03-12,Produit E,Vêtements,61.93
2019-03-12,Produit C,Électronique,374.77
2019-03-12,Produit D,Alimentation,391.25
2019-03-12,Produit B,Beauté,310.26
2019-03-12,Produit D,Alimentation,86.2
2019-03-12,Produit D,Maison,305.21
2019-03-12,Produit E,Beauté,283.25
2019-03-12,Produit D,Alimentation,388.57
2019-03-13,Produit A,Vêtements,426.8
2019-03-13,Produit C,Alimentation,225.44
2019-03-13,Produit E,Beauté,197.29
2019-03-13,Produit D,Beauté,369.21
2019-03-13,Produit C,Alimentation,13.36
2019-03-13,Produit A,Électronique,197.41
2019-03-13,Produit A,Alimentation,271.79
2019-03-13,Produit A,Beauté,371.72
2019-03-13,Produit B,Maison,371.81
2019-03-13,Produit A,Maison,264.12
2019-03-13,Produit A,Vêtements,57.95
2019-03-14,Produit E,Électronique,7.23
2019-03-14,Produit D,Alimentation,55.64
2019-03-14,Produit E,Maison,221.76
2019-03-14,Produit E,Beauté,200.82
2019-03-14,Produit D,Électronique,407.37
2019-03-14,Produit C,Électronique,208.04
2019-03-14,Produit D,Alimentation,447.37
2019-03-14,Produit C,Maison,220.1
2019-03-14,Produit D,Beauté,21.92
2019-03-15,Produit C,Alimentation,372.53
2019-03-15,Produit B,Alimentation,222.16
2019-03-15,Produit A,Maison,135.48
2019-03-15,Produit E,Maison,445.23
2019-03-15,Produit D,Électronique,460.77
2019-03-15,Produit E,Alimentation,16.96
2019-03-16,Produit C,Vêtements,199.13
2019-03-16,Produit A,Maison,218.72
2019-03-16,Produit C,Maison,269.38
2019-03-16,Produit E,Alimentation,249.24
2019-03-16,Produit B,Beauté,34.61
2019-03-17,Produit E,Électronique,62.84
2019-03-17,Produit D,Vêtements,286.97
2019-03-17,Produit E,Électronique,449.01
2019-03-17,Produit B,Maison,37.39
2019-03-18,Produit E,Vêtements,389.95
2019-03-18,Produit B,Maison,259.47
2019-03-18,Produit C,Électronique,9.22
2019-03-18,Produit C,Beauté,163.14
2019-03-18,Produit E,Beauté,474.19
2019-03-19,Produit A,Maison,416.47
2019-03-19,Produit E,Beauté,135.04
2019-03-19,Produit E,Alimentation,371.11
2019-03-19,Produit C,Électronique,111.75
2019-03-19,Produit C,Alimentation,350.07
2019-03-19,Produit C,Maison,397.12
2019-03-19,Produit E,Électronique,355.88
2019-03-19,Produit B,Vêtements,339.55
2019-03-19,Produit B,Vêtements,283.23
2019-03-19,Produit D,Beauté,494.18
2019-03-20,Produit E,Électronique,103.81
2019-03-20,Produit C,Beauté,337.15
2019-03-20,Produit D,Beauté,286.47
2019-03-20,Produit E,Électronique,493.97
2019-03-20,Produit D,Beauté,445.65
2019-03-21,Produit B,Alimentation,493.81
2019-03-21,Produit E,Vêtements,116.8
2019-03-21,Produit A,Alimentation,491.5
2019-03-21,Produit B,Vêtements,120.13
2019-03-21,Produit A,Maison,190.02
2019-03-22,Produit E,Maison,146.14
2019-03-22,Produit E,Électronique,160.18
2019-03-22,Produit A,Beauté,127.35
2019-03-22,Produit E,Électronique,233.35
2019-03-22,Produit A,Vêtements,419.02
2019-03-22,Produit B,Alimentation,99.5
2019-03-22,Produit E,Électronique,272.32
2019-03-22,Produit E,Alimentation,328.07
2019-03-22,Produit A,Électronique,194.86
2019-03-22,Produit B,Électronique,478.79
2019-03-23,Produit C,Maison,360.88
2019-03-23,Produit A,Électronique,29.64
2019-03-23,Produit C,Maison,488.92
2019-03-23,Produit E,Vêtements,99.98
2019-03-23,Produit B,Beauté,389.94
2019-03-23,Produit C,Électronique,259.39
2019-03-23,Produit D,Alimentation,433.84
2019-03-23,Produit D,Maison,412.92
2019-03-23,Produit A,Maison,408.87
2019-03-23,Produit E,Alimentation,29.76
2019-03-23,Produit D,Vêtements,257.47
2019-03-24,Produit A,Alimentation,302.09
2019-03-24,Produit B,Alimentation,277.64
2019-03-24,Produit C,Maison,375.91
2019-03-24,Produit E,Vêtements,192.54
2019-03-24,Produit A,Alimentation,300.79
2019-03-25,Produit C,Vêtements,336.6
2019-03-25,Produit D,Maison,342.91
2019-03-25,Produit D,Alimentation,417.54
2019-03-25,Produit A,Vêtements,324.3
2019-03-25,Produit E,Électronique,349.25
2019-03-25,Produit E,Alimentation,66.6
2019-03-25,Produit E,Électronique,220.93
2019-03-25,Produit B,Beauté,389.89
2019-03-26,Produit D,Maison,417.39
2019-03-26,Produit E,Vêtements,308.9
2019-03-26,Produit C,Électronique,249.99
2019-03-26,Produit A,Maison,62.46
2019-03-26,Produit D,Vêtements,154.89
2019-03-26,Produit E,Électronique,321.04
2019-03-26,Produit C,Électronique,459.57
2019-03-26,Produit D,Vêtements,335.97
2019-03-27,Produit B,Maison,475.86
2019-03-27,Produit D,Électronique,405.86
2019-03-27,Produit D,Vêtements,445.93
2019-03-27,Produit D,Maison,346.46
2019-03-27,Produit E,Vêtements,145.38
2019-03-27,Produit A,Maison,403.21
2019-03-27,Produit A,Alimentation,458.69
2019-03-27,Produit A,Maison,281.97
2019-03-27,Produit C,Vêtements,102.17
2019-03-28,Produit E,Beauté,6.17
2019-03-28,Produit B,Maison,80.48
2019-03-28,Produit E,Beauté,412.14
2019-03-29,Produit D,Vêtements,305.26
2019-03-29,Produit D,Alimentation,279.86
2019-03-29,Produit D,Électronique,265.44
2019-03-29,Produit C,Beauté,73.45
2019-03-29,Produit B,Maison,16.38
2019-03-29,Produit E,Maison,399.96
2019-03-30,Produit B,Vêtements,351.19
2019-03-30,Produit A,Beauté,58.45
2019-03-30,Produit E,Électronique,328.7
2019-03-30,Produit D,Maison,101.72
2019-03-30,Produit D,Vêtements,254.68
2019-03-31,Produit A,Vêtements,158.51
2019-03-31,Produit B,Beauté,61.85
2019-03-31,Produit E,Beauté,381.58
2019-03-31,Produit B,Électronique,320.35
2019-03-31,Produit E,Beauté,143.96
2019-04-01,Produit D,Vêtements,76.05
